fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated,missing_matchlogs
Paul Onuachu,Paul Onuachu,100.0,14.0,,,
Mislav Oršić,Mislav Orsic,83.0,1.0,1.0,,
Stefan Ortega,Stefan Ortega Moreno,90.0,41.0,,,
Dango Ouattara,Dango Ouattara,100.0,102.0,,,
David Ozoh,David Ozoh,100.0,9.0,,,
João Palhinha,João Palhinha Gonçalves,90.0,170.0,,,
Lucas Paquetá,Lucas Tolentino Coelho de Lima,100.0,194.0,,,
Nathan Patterson,Nathan Patterson,100.0,65.0,,,
Ben Pearson,Ben Pearson,100.0,9.0,,,
Facundo Pellistri,Facundo Pellistri,100.0,0.0,,,
Ivan Perišić,Ivan Perišić,100.0,100.0,,,
Máximo Perrone,Máximo Perrone,100.0,1.0,,,
Cameron Peupion,Cameron Peupion,100.0,1.0,,,
Pedro Porro,Pedro Porro,100.0,171.0,,,
Chris Richards,Chris Richards,100.0,67.0,,,
Marc Roca,Marc Roca Junqué,90.0,67.0,,,
Connor Ronan,Connor Ronan,100.0,1.0,,,
Joe Rothwell,Joe Rothwell,100.0,46.0,,,
Georginio Rutter,Georginio Rutter,100.0,15.0,,,
Marcel Sabitzer,Marcel Sabitzer,100.0,25.0,,,
William Saliba,William Saliba,100.0,270.0,,,
Pablo Sarabia,Pablo Sarabia,100.0,126.0,,,
Gianluca Scamacca,Gianluca Scamacca,100.0,41.0,,,
Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,86.0,5.0,1.0,,
Kevin Schade,Kevin Schade,100.0,60.0,,,
Antoine Semenyo,Antoine Semenyo,100.0,122.0,,,
Marcos Senesi,Marcos Senesi,100.0,167.0,,,
Luis Sinisterra,Luis Sinisterra,100.0,43.0,,,
Manor Solomon,Manor Solomon,100.0,58.0,,,
Harry Souttar,Harry Souttar,100.0,20.0,,,
Djed Spence,Djed Spence,100.0,4.0,,,
Jay Stansfield,Jay Stansfield,100.0,7.0,,,
Kamaldeen Sulemana,Kamaldeen Sulemana,100.0,45.0,,,
Marcus Tavernier,Marcus Tavernier,100.0,181.0,,,
Tetê,Mateus Cardoso Lemos Martins,100.0,27.0,,,
Harry Toffolo,Harry Toffolo,100.0,80.0,,,
Boubacar Traoré,Boubacar Traoré,100.0,38.0,,,
Deniz Undav,Deniz Undav,100.0,52.0,,,
Fabio Vieira,Fábio Ferreira Vieira,100.0,64.0,,,
Matías Viña,Matías Viña,100.0,28.0,,,
Harvey White,Harvey White,100.0,1.0,,,
Joseph Whitworth,Joseph Whitworth,100.0,3.0,,,
Maximilian Wöber,Maximilian Wöber,100.0,25.0,,,
Joe Worrall,Joe Worrall,100.0,74.0,,,
Ryan Yates,Ryan Yates,100.0,106.0,,,
Illia Zabarnyi,Illia Zabarnyi,100.0,89.0,,,
Denis Zakaria,Denis Zakaria,100.0,13.0,,,
Jordan Zemura,Jordan Zemura,100.0,47.0,,,
Joshua Acheampong,Josh Acheampong,94.0,1.0,,,
,Abd-Al-Ali Morakinyo Olaposi Koiki,,0.0,,,
,Abdul Rahman Baba,,0.0,,,
,Abu Kamara,,0.0,,,
,Adalberto Peñaranda,,0.0,,,
,Adam Davies,,0.0,,,
,Adam Legzdins,,0.0,,,
,Adam Matthews,,0.0,,,
,Adam Reach,,0.0,,,
,Adam Wharton,,42.0,1.0,,1.0
,Adama Traoré Diarra,,66.0,1.0,,1.0
,Addji Keaninkin Marc-Israel Guehi,,0.0,,,
,Adedapo Awokoya-Mebude,,0.0,,,
,Ademipo Odubeko,,0.0,,,
,Ademola Ola-Adebomi,,0.0,,,
,Admiral Muskwe,,0.0,,,
,Adrian Blake,,0.0,,,
,Adrien Sebastian Perruchet Silva,,26.0,1.0,,1.0
,Adrián Bernabé,,0.0,,,
,Ahmed El Mohamady,,72.0,1.0,,1.0
,Ahmed El-Sayed Hegazy,,6.0,1.0,,1.0
,Aidan Francis-Clarke,,0.0,,,
,Ajibola Alese,,0.0,,,
,Alejandro Garnacho Ferreyra,,2.0,1.0,,1.0
,Alejo Véliz,,11.0,1.0,,1.0
,Aleksandar Mitrovic,,144.0,1.0,,1.0
,Alex Baptiste,,0.0,,,
,Alex Bruce,,0.0,,,
,Alex Cochrane,,0.0,,,
,Alex Kirk,,0.0,,,
,Alex Matos,,1.0,1.0,,1.0
,Alex Murphy,,2.0,1.0,,1.0
,Alex Nicolao Telles,,92.0,1.0,,1.0
,Alex Palmer,,0.0,,,
,Alex Pike,,0.0,,,
,Alex Robertson,,0.0,,,
,Alex Scott,,39.0,1.0,,1.0
,Alex Smithies,,0.0,,,
,Alexander Manninger,,0.0,,,
,Alfie Devine,,0.0,,,
,Alfie Dorrington,,0.0,,,
,Alfie Doughty,,92.0,1.0,,1.0
,Alfie Gilchrist,,20.0,1.0,,1.0
,Alfie Jones,,0.0,,,
,Alfie Lewis,,0.0,,,
,Alfie Whiteman,,0.0,,,
,Ali Gabr,,0.0,,,
,Allan Campbell,,0.0,,,
,Allan Marques Loureiro,,105.0,1.0,,1.0
,Allan McGregor,,0.0,,,
,Almen Abdi,,0.0,,,
,Altay Bayindir,,0.0,,,
,Amadou Diallo,,1.0,1.0,,1.0
,Amara Nallo,,0.0,,,
,Amari'i Bell,,35.0,1.0,,1.0
,Amario Cozier-Duberry,,0.0,,,
,Ameen Al-Dakhil,,19.0,1.0,,1.0
,Anass Zaroury,,4.0,1.0,,1.0
,Anders Lindegaard,,0.0,,,
,Andre Brooks,,24.0,1.0,,1.0
,Andre Green,,0.0,,,
,Andreas Hoelgebaum Pereira,,248.0,1.0,,1.0
,Andreas Söndergaard,,0.0,,,
,Andrey Nascimento dos Santos,,1.0,1.0,,1.0
,André Onana,,121.0,1.0,,1.0
,André Tavares Gomes,,19.0,1.0,,1.0
,Andy Lonergan,,0.0,,,
,Anel Ahmedhodžić,,30.0,1.0,,1.0
,Anis Slimane,,13.0,1.0,,1.0
,Anssumane Fati Vieira,,31.0,1.0,,1.0
,Anthony Driscoll-Glennon,,0.0,,,
,Anthony Mancini,,0.0,,,
,Anthony Pilkington,,0.0,,,
,Antonio Martinez Lopez,,0.0,,,
,Archie Gray,,0.0,,,
,Archie Mair,,0.0,,,
,Aribim Pepple,,0.0,,,
,Arijanet Muric,,40.0,1.0,,1.0
,Armstrong Oko-Flex,,0.0,,,
,Arnaut Danjuma Groeneveld,,50.0,1.0,,1.0
,Arthur Henrique Ramos de Oliveira Melo,,0.0,,,
,Arthur Okonkwo,,0.0,,,
,Ashley Phillips,,0.0,,,
,Asmir Begovic,,177.0,1.0,,1.0
,Auston Trusty,,25.0,1.0,,1.0
,Axel Disasi,,71.0,1.0,,1.0
,Axel Piesold,,0.0,,,
,Ayotomiwa Dele-Bashiru,,0.0,,,
,Bafétimbi Gomis,,0.0,,,
,Barry Douglas,,0.0,,,
,Bart Verbruggen,,62.0,1.0,,1.0
,Bartosz Kapustka,,0.0,,,
,Bashir Humphreys,,0.0,,,
,Bastian Schweinsteiger,,0.0,,,
,Ben Brereton,,58.0,1.0,,1.0
,Ben Greenwood,,0.0,,,
,Ben Hinchcliffe,,0.0,,,
,Ben Jackson,,0.0,,,
,Ben Knight,,0.0,,,
,Ben Nelson,,0.0,,,
,Ben Parkinson,,1.0,1.0,,1.0
,Ben Wynter,,0.0,,,
,Bendegúz Bolla,,0.0,,,
,Benicio Baker-Boaitey,,4.0,1.0,,1.0
,Benjamin Arthur,,0.0,,,
,Benjamin Chrisene,,0.0,,,
,Benjamin Fredrick,,0.0,,,
,Benjamin White,,330.0,1.0,,1.0
,Bernard Ashley-Seal,,0.0,,,
,Bernardo Costa Da Rosa,,0.0,,,
,Bernardo Fernandes Da Silva Junior,,0.0,,,
,Bertrand Traore,,0.0,,,
,Billy Blacker,,0.0,,,
,Billy Koumetio,,0.0,,,
,Birkir Bjarnason,,0.0,,,
,Bjorn Engels,,42.0,1.0,,1.0
,Bobby De Cordova-Reid,,180.0,1.0,,1.0
,Bobby Decordova-Reid,,88.0,1.0,,1.0
,Bobby Thomas,,0.0,,,
,Bojan Krkic Perez,,2.0,1.0,,1.0
,Bonatini Lohner Maia Bonatini,,10.0,1.0,,1.0
,Borja González Tomás,,2.0,1.0,,1.0
,Bradley Ibrahim,,0.0,,,
,Braian Ojeda Rodríguez,,0.0,,,
,Brandon Aguilera Zamora,,1.0,1.0,,1.0
,Brandon Austin,,0.0,,,
,Brian Lenihan,,0.0,,,
,Brian Murphy,,0.0,,,
,Brice Dja Djédjé,,0.0,,,
,Brice Samba,,0.0,,,
,Bright Enobakhare,,0.0,,,
,Bruno André Cavaco Jordão,,0.0,,,
,Bruno Cavaco Jordão,,0.0,,,
,Bénie Traoré,,11.0,1.0,,1.0
,Caglar Söyüncü,,7.0,1.0,,1.0
,Caleb Taylor,,0.0,,,
,Callan McKenna,,0.0,,,
,Callum Marshall,,0.0,,,
,Callum McManaman,,0.0,,,
,Callum Roberts,,0.0,,,
,Callum Scanlon,,0.0,,,
,Calvin Bassey,,65.0,1.0,,1.0
,Calvin Ramsay,,0.0,,,
,Cameron Borthwick-Jackson,,0.0,,,
,Cameron Brannagan,,0.0,,,
,Cameron Carter-Vickers,,0.0,,,
,Cameron John,,0.0,,,
,Cameron Plain,,0.0,,,
,Carl Stewart,,0.0,,,
,Carlos Baleba,,30.0,1.0,,1.0
,Carlos De Pena,,0.0,,,
,Carlos Mendes Gomes,,0.0,,,
,Carlos Vinicius Alves Morais,,13.0,1.0,,1.0
,Carlton Morris,,140.0,1.0,,1.0
,Cauley Woodrow,,31.0,1.0,,1.0
,Cedric Kipre,,0.0,,,
,Cesare Casadei,,9.0,1.0,,1.0
,Charles Sagoe,,0.0,,,
,Charlie Patino,,0.0,,,
,Charlie Robinson,,0.0,,,
,Charlie Rowan,,0.0,,,
,Charlie Savage,,0.0,,,
,Charlie Whitaker,,0.0,,,
,Cheikh Diaby,,0.0,,,
,Chiedozie Ogbene,,75.0,1.0,,1.0
,Chris Long,,0.0,,,
,Christian Chigozie,,0.0,,,
,Christian Marques,,0.0,,,
,Christian Saydee,,0.0,,,
,Christian Walton,,0.0,,,
,Christopher Nkunku,,20.0,1.0,,1.0
,Chuba Akpom,,0.0,,,
,Cieran Slicker,,0.0,,,
,Claudio Gomes,,0.0,,,
,Clinton N'Jie,,0.0,,,
,Connor Mahoney,,0.0,,,
,Connor Randall,,0.0,,,
,Conor Bradley,,49.0,1.0,,1.0
,Conor Masterson,,0.0,,,
,Conrad Egan-Riley,,1.0,1.0,,1.0
,Cristian Gamboa,,0.0,,,
,Cédric Alves Soares,,13.0,1.0,,1.0
,Dael Fry,,0.0,,,
,Daiki Hashioka,,4.0,1.0,,1.0
,Dale Taylor,,0.0,,,
,Damian Emiliano Martinez,,8.0,1.0,,1.0
,Dan Potts,,0.0,,,
,Daniel Adshead,,0.0,,,
,Daniel Adu-Adjei,,0.0,,,
,Daniel Batty,,0.0,,,
,Daniel Gore,,1.0,1.0,,1.0
,Daniel Kemp,,0.0,,,
,Daniel Lafferty,,0.0,,,
,Daniel Langley,,0.0,,,
,Daniel Muñoz,,45.0,1.0,,1.0
,Danilo dos Santos de Oliveira,,109.0,1.0,,1.0
,Danny Batth,,0.0,,,
,Dara Costelloe,,0.0,,,
,Darko Churlinov,,0.0,,,
,Darnell Johnson,,0.0,,,
,Daryl Murphy,,0.0,,,
,David De Gea Quintana,,161.0,1.0,,1.0
,David de Gea,,674.0,1.0,,1.0
,Deivid Washington de Souza Eugênio,,2.0,1.0,,1.0
,Denis Franchi,,0.0,,,
,Dennis Cirkin,,0.0,,,
,Dermot Mee,,0.0,,,
,Destiny Udogie,,79.0,1.0,,1.0
,Detlef Esapa Osong,,0.0,,,
,Devan Tanton,,0.0,,,
,Diego Cavalieri,,0.0,,,
,Diego Manuel Jadon da Silva Moreira,,0.0,,,
,Dilan Markanday,,0.0,,,
,Dimitrios Konstantopoulos,,0.0,,,
,Diogo Pinheiro Monteiro,,0.0,,,
,Dion Henry,,0.0,,,
,Dion Sanderson,,0.0,,,
,Dionatan do Nascimento Teixeira,,0.0,,,
,Dominic Dos Santos Martins,,0.0,,,
,Dominic Sadi,,1.0,1.0,,1.0
,Dominik Szoboszlai,,97.0,1.0,,1.0
,Dovydas Sasnauskas,,0.0,,,
,Dujon Sterling,,0.0,,,
,Dusan Kuciak,,0.0,,,
,Dynel Simeu,,0.0,,,
,Ed Turns,,0.0,,,
,Eddie Beach,,0.0,,,
,Edson Álvarez Velázquez,,62.0,1.0,,1.0
,Eduardo Dos Reis Carvalho,,0.0,,,
,Eduardo dos Reis Carvalho,,0.0,,,
,Edward Nketiah,,129.0,1.0,,1.0
,Elia Caprile,,0.0,,,
,Elijah Adebayo,,90.0,1.0,,1.0
,Elijah Campbell,,0.0,,,
,Ellery Balcombe,,0.0,,,
,Elliot Embleton,,0.0,,,
,Elliot Thorpe,,0.0,,,
,Elliott Moore,,0.0,,,
,Emerson Leite de Souza Junior,,112.0,1.0,,1.0
,Emile Smith-Rowe,,0.0,,,
,Emiliano Buendía,,94.0,1.0,,1.0
,Emiliano Martínez Romero,,250.0,1.0,,1.0
,Enes Ünal,,34.0,1.0,,1.0
,Enock Agyei,,0.0,,,
,Enso González,,0.0,,,
,Erdal Rakip,,0.0,,,
,Erwin Mulder,,0.0,,,
,Ethan Brierley,,0.0,,,
,Ethan Horvath,,0.0,,,
,Ethan Robson,,0.0,,,
,Ethan Wady,,0.0,,,
,Ethan Wheatley,,2.0,1.0,,1.0
,Euan Pollock,,0.0,,,
,Eunan O'Kane,,0.0,,,
,Fabian Mrozek,,0.0,,,
,Fabio Silva,,102.0,1.0,,1.0
,Facundo Pellistri Rebollo,,17.0,1.0,,1.0
,Felix Nmecha,,0.0,,,
,Filip Benkovic,,0.0,,,
,Filip Marschall,,0.0,,,
,Fin Stevens,,0.0,,,
,Finley Munroe,,0.0,,,
,Fletcher Holman,,0.0,,,
,Florin Gardos,,0.0,,,
,Fodé Ballo-Touré,,4.0,1.0,,1.0
,Franck Tabanou,,0.0,,,
,Franco Umeh-Chibueze,,0.0,,,
,Frankie Maguire,,0.0,,,
,Fred Onyedinma,,9.0,1.0,,1.0
,Frederick Woodman,,0.0,,,
,Frederik Alves,,0.0,,,
,Fredrik Ulvestad,,0.0,,,
,Gabriel Osho,,40.0,1.0,,1.0
,Gabriel Słonina,,0.0,,,
,Garang Kuol,,0.0,,,
,Gavin Kilkenny,,0.0,,,
,George Earthy,,1.0,1.0,,1.0
,George Marsh,,0.0,,,
,George Shelvey,,0.0,,,
,George Thomas,,0.0,,,
,George Wickens,,0.0,,,
,Gerhard Tremmel,,0.0,,,
,Giedrius Arlauskis,,0.0,,,
,Giovanni McGregor,,0.0,,,
,Giovanni Reyna,,13.0,1.0,,1.0
,Glen Rea,,0.0,,,
,Gonzalo Montiel,,23.0,1.0,,1.0
,Gonçalo Manuel Ganchinho Guedes,,29.0,1.0,,1.0
,Greg Halford,,0.0,,,
,Greg Luer,,0.0,,,
,Greg Olley,,0.0,,,
,Guglielmo Vicario,,102.0,1.0,,1.0
,Guillermo Varela,,0.0,,,
,Gustavo Hamer,,104.0,1.0,,1.0
,Gökhan Inler,,0.0,,,
,Habeeb Ogunneye,,0.0,,,
,Han-Noah Massengo,,3.0,1.0,,1.0
,Hannes Delcroix,,7.0,1.0,,1.0
,Harry Amass,,0.0,,,
,Harry Boyes,,0.0,,,
,Harry Bunn,,0.0,,,
,Harry Lewis,,0.0,,,
,Harry Tyrer,,0.0,,,
,Harvey Davies,,0.0,,,
,Harvey Griffiths,,0.0,,,
,Harvey Vale,,0.0,,,
,Haydon Roberts,,0.0,,,
,Hee-Chan Hwang,,81.0,1.0,,1.0
,Heung-Min Son,,1166.0,1.0,,1.0
,Heurelho da Silva Gomes,,0.0,,,
,Hiram Boateng,,0.0,,,
,Hjalmar Ekdal,,15.0,1.0,,1.0
,Hugo Bueno López,,69.0,1.0,,1.0
,Hwang Ui-jo,,0.0,,,
,Hákon Valdimarsson,,0.0,,,
,Hélder Wander Sousa de Azevedo e Costa,,64.0,1.0,,1.0
,Ian Maatsen,,11.0,1.0,,1.0
,Ibrahim Sangaré,,24.0,1.0,,1.0
,Igor Julio dos Santos de Paulo,,33.0,1.0,,1.0
,Imari Samuels,,0.0,,,
,Ionuț Radu,,2.0,1.0,,1.0
,Ishé Samuels-Smith,,0.0,,,
,Ismaila Coulibaly,,0.0,,,
,Ismaïla Sarr,,107.0,1.0,,1.0
,Issa Kaboré,,34.0,1.0,,1.0
,Ivan Neves Abreu Cavaleiro,,0.0,,,
,Ivan Ricardo Neves Abreu Cavaleiro,,85.0,1.0,,1.0
,Ivo Grbic,,15.0,1.0,,1.0
,Jack Grieves,,0.0,,,
,Jack Jenkins,,0.0,,,
,Jack Payne,,0.0,,,
,Jack Rose,,0.0,,,
,Jack Walton,,0.0,,,
,Jack Wells-Morrison,,0.0,,,
,Jack Young,,0.0,,,
,Jackson Smith,,0.0,,,
,Jacob Brown,,39.0,1.0,,1.0
,Jacob Bruun Larsen,,74.0,1.0,,1.0
,Jacob Maddox,,0.0,,,
,Jacob Wright,,0.0,,,
,Jadan Raymond,,0.0,,,
,Jake Cain,,0.0,,,
,Jake Eastwood,,0.0,,,
,Jake Hesketh,,0.0,,,
,Jake O'Brien,,0.0,,,
,Jakob Haugaard,,0.0,,,
,Jakub Ojrzynski,,0.0,,,
,Jamal Baptiste,,0.0,,,
,James Chester,,0.0,,,
,James Daly,,0.0,,,
,James Furlong,,0.0,,,
,James Hill,,5.0,1.0,,1.0
,James McConnell,,3.0,1.0,,1.0
,James Morris,,0.0,,,
,James Shea,,0.0,,,
,James Storer,,0.0,,,
,James Sweet,,0.0,,,
,James Trafford,,70.0,1.0,,1.0
,James Weir,,0.0,,,
,James Wilson,,0.0,,,
,James Wright,,0.0,,,
,Jamie Bowden,,0.0,,,
,Jamie Donley,,2.0,1.0,,1.0
,Jamie McDonnell,,0.0,,,
,Jamie Sterry,,0.0,,,
,Jan Zamburek,,0.0,,,
,Jarell Quansah,,25.0,1.0,,1.0
,Jaroslaw Jach,,0.0,,,
,Jarosław Jach,,0.0,,,
,Jason Lokilo,,0.0,,,
,Javier Manquillo Gaitán,,4.0,1.0,,1.0
,Jay-Roy Grot,,0.0,,,
,Jayden Danns,,1.0,1.0,,1.0
,Jayden Luker,,0.0,,,
,Jean Michaël Seri,,0.0,,,
,Jean-Ricner Bellegarde,,42.0,1.0,,1.0
,Jeff Reine-Adelaide,,0.0,,,
,Jefferson Lerma Solís,,164.0,1.0,,1.0
,Jensen Weir,,0.0,,,
,Jenson Metcalfe,,0.0,,,
,Jeremiah Chilokoa-Mullen,,0.0,,,
,Jeremy Sarmiento Morante,,16.0,1.0,,1.0
,Ji-Soo Kim,,0.0,,,
,Jili Buyabu,,0.0,,,
,Jimi Tauriainen,,1.0,1.0,,1.0
,Jimmy Morgan,,0.0,,,
,Jiri Skalak,,0.0,,,
,Joe Gardner,,0.0,,,
,Joe Gauci,,0.0,,,
,Joe Hodge,,0.0,,,
,Joe Hugill,,0.0,,,
,Joe Powell,,0.0,,,
,Joe Taylor,,0.0,,,
,Joe Tupper,,0.0,,,
,Joe White,,3.0,1.0,,1.0
,Joe Whitworth,,0.0,,,
,Joe Williams,,0.0,,,
,Joe Wormleighton,,0.0,,,
,Joel Campbell,,0.0,,,
,Joel Taylor,,0.0,,,
,Johann Berg Gudmundsson,,369.0,1.0,,1.0
,John McAtee,,0.0,,,
,John Obi Mikel,,0.0,,,
,John-Kymani Gordon,,0.0,,,
,Jon McCracken,,0.0,,,
,Jonathan Panzo,,0.0,,,
,Jonathan Tomkinson,,0.0,,,
,Jonathan Williams,,0.0,,,
,Jordan Amissah,,0.0,,,
,Jordan Beyer,,30.0,1.0,,1.0
,Jordan Clark,,42.0,1.0,,1.0
,Jordan Smith,,0.0,,,
,Jordan Stevens,,0.0,,,
,Jordi Osei-Tutu,,0.0,,,
,Jose Angel Esmoris Tasende,,0.0,,,
,Joseph Anang,,0.0,,,
,Joseph Gomez,,334.0,1.0,,1.0
,Joseph Hungbo,,0.0,,,
,Joseph Johnson,,1.0,1.0,,1.0
,Joseph McGlynn,,0.0,,,
,Joseph Willock,,206.0,1.0,,1.0
,Josh Bowler,,0.0,,,
,Josh Brooking,,0.0,,,
,Josh Clackstone,,0.0,,,
,Josh Feeney,,0.0,,,
,Josh Knight,,0.0,,,
,Josh Pask,,0.0,,,
,Josh Powell,,0.0,,,
,Josh Robson,,0.0,,,
,Josh Wilson-Esbrand,,0.0,,,
,Joshua Duffus,,0.0,,,
,Joshua Onomah,,5.0,1.0,,1.0
,Joshua Sims,,31.0,1.0,,1.0
,Joshua Wilson-Esbrand,,0.0,,,
,José Diogo Dalot Teixeira,,85.0,1.0,,1.0
,José Izquierdo,,1.0,1.0,,1.0
,Joy Mukena,,0.0,,,
,João Manuel Neves Virgínia,,0.0,,,
,João Neves Virgínia,,0.0,,,
,Joško Gvardiol,,94.0,1.0,,1.0
,Juan Carlos Paredes,,0.0,,,
,Juan Cuadrado,,0.0,,,
,Julian Jeanvier,,0.0,,,
,Julien de Sart,,0.0,,,
,Junior Firpo Adames,,30.0,1.0,,1.0
,Jurriën Timber,,0.0,,,
,Justin Hubner,,0.0,,,
,Justin Kluivert,,96.0,1.0,,1.0
,Jérémy Doku,,88.0,1.0,,1.0
,Kacper Kozłowski,,0.0,,,
,Kadan Young,,0.0,,,
,Kaden Rodney,,0.0,,,
,Kaelan Casey,,0.0,,,
,Kaine Hayden,,0.0,,,
,Kaine Kesler Hayden,,0.0,,,
,Kaine Kesler-Hayden,,2.0,1.0,,1.0
,Kamil Conteh,,0.0,,,
,Kamil Miazek,,0.0,,,
,Kane Wilson,,0.0,,,
,Karl Hein,,0.0,,,
,Karlo Ziger,,0.0,,,
,Kazaiah Sterling,,0.0,,,
,Kell Watts,,0.0,,,
,Keshi Anderson,,0.0,,,
,Kgaogelo Chauke,,0.0,,,
,Kiano Dyer,,0.0,,,
,Kieran O'Hara,,0.0,,,
,Killian Phillips,,0.0,,,
,Kjell Scherpen,,0.0,,,
,Kofi Balmer,,0.0,,,
,Kris Moore,,0.0,,,
,Kristian Sekularac,,0.0,,,
,Krisztián Hegyi,,0.0,,,
,Kwadwo Baah,,0.0,,,
,Kyle Jameson,,0.0,,,
,Kyle John,,0.0,,,
,Kyle Scott,,0.0,,,
,Kyle Taylor,,0.0,,,
,Kyron Gordon,,0.0,,,
,Lamare Bogarde,,0.0,,,
,Lawrence Vigouroux,,0.0,,,
,Layton Ndukwu,,0.0,,,
,Leigh Kavanagh,,0.0,,,
,Leighton Clarkson,,0.0,,,
,Leo Castledine,,0.0,,,
,Leon Chiwome,,5.0,1.0,,1.0
,Leonardo Campana,,0.0,,,
,Lesley Ugochukwu,,11.0,1.0,,1.0
,Lewis Cass,,0.0,,,
,Lewis Gibson,,0.0,,,
,Lewis Koumas,,0.0,,,
,Lewis Orford,,0.0,,,
,Lewis Payne,,0.0,,,
,Lewis Richards,,0.0,,,
,Lewis Warrington,,0.0,,,
,Liam Gibbs,,0.0,,,
,Liam Gibson,,0.0,,,
,Liam Hughes,,0.0,,,
,Lino Sousa,,0.0,,,
,Lloyd Isgrove,,0.0,,,
,Lorenz Assignon,,25.0,1.0,,1.0
,Louie Marsh,,0.0,,,
,Louie Moulden,,0.0,,,
,Louie Watson,,0.0,,,
,Louis Jackson,,0.0,,,
,Lovre Kalinic,,0.0,,,
,Loïc Badé,,0.0,,,
,Loïc Mbe Soh,,0.0,,,
,Luc De Fougerolles,,0.0,,,
,Luca Barrington,,0.0,,,
,Luca De La Torre,,0.0,,,
,Luca Koleosho,,40.0,1.0,,1.0
,Lucas Bergström,,0.0,,,
,Lucas De Bolle,,0.0,,,
,Lucas Perri,,0.0,,,
,Lucas Torreira di Pascua,,0.0,,,
,Luis Sinisterra Lucumí,,53.0,1.0,,1.0
,Lukas Jensen,,0.0,,,
,Luke Berry,,30.0,1.0,,1.0
,Luke Chambers,,0.0,,,
,Luke Garbutt,,0.0,,,
,Luke Mbete,,0.0,,,
,Luke Mbete-Tabu,,0.0,,,
,Luke McGee,,0.0,,,
,Luke McNally,,0.0,,,
,Luke Plange,,0.0,,,
,Lyanco Silveira Neves Vojnovic,,29.0,1.0,,1.0
,Lyle Foster,,71.0,1.0,,1.0
,Lyle Taylor,,0.0,,,
,Mace Goodridge,,0.0,,,
,Mackenzie Hunt,,0.0,,,
,Mads Juel Andersen,,15.0,1.0,,1.0
,Mahamadou Susoho,,0.0,,,
,Mahmoud Dahoud,,14.0,1.0,,1.0
,Maksymilian Stryjek,,0.0,,,
,Malo Gusto,,61.0,1.0,,1.0
,Mamadou Obbi Oularé,,0.0,,,
,Manuel Benson Hedilazio,,7.0,1.0,,1.0
,Marc Cucurella Saseta,,102.0,1.0,,1.0
,Marc Jurado Gomez,,0.0,,,
,Marc Leonard,,0.0,,,
,Marcel Lavinier,,0.0,,,
,Marcelo Flores,,0.0,,,
,Marcelo de Araújo Pitaluga Filho,,0.0,,,
,Marco Van Ginkel,,0.0,,,
,Marcus Browne,,0.0,,,
,Mario Balotelli,,0.0,,,
,Mario Suárez,,0.0,,,
,Mark Duffy,,0.0,,,
,Mark Flekken,,115.0,1.0,,1.0
,Mark Gillespie,,0.0,,,
,Mark Hudson,,0.0,,,
,Mark O’Mahony,,2.0,1.0,,1.0
,Martial Godo,,0.0,,,
,Marvin Emnes,,0.0,,,
,Mason Burstow,,2.0,1.0,,1.0
,Matej Kovár,,0.0,,,
,Mateusz Bogusz,,0.0,,,
,Mateusz Hewelt,,0.0,,,
,Mateusz Lis,,0.0,,,
,Matheus França de Oliveira,,16.0,1.0,,1.0
,Matija Sarkic,,0.0,,,
,Matija Šarkić,,0.0,,,
,Matt Butcher,,0.0,,,
,Matt Clarke,,0.0,,,
,Matt Macey,,0.0,,,
,Matt Miazga,,0.0,,,
,Matt Turner,,41.0,1.0,,1.0
,Matteo Guendouzi,,95.0,1.0,,1.0
,Matthew Cash,,236.0,1.0,,1.0
,Matthew Clarke,,0.0,,,
,Matthew Connolly,,0.0,,,
,Matthew Cox,,0.0,,,
,Matthew Dibley-Dias,,0.0,,,
,Matthew Pollock,,0.0,,,
,Matthew Smith,,0.0,,,
,Matthew Whittingham,,0.0,,,
,Matthew Willock,,0.0,,,
,Matz Sels,,31.0,1.0,,1.0
,Mauro Bandeira,,0.0,,,
,Max Kinsey,,0.0,,,
,Max Kinsey-Wellings,,0.0,,,
,Max Melbourne,,0.0,,,
,Max Sanders,,0.0,,,
,Maxime Esteve,,14.0,1.0,,1.0
,Maximillian Aarons,,66.0,1.0,,1.0
,Maxwell Haygarth,,0.0,,,
,Mazeed Ogungbo,,0.0,,,
,Mbwana Ally Samatta,,0.0,,,
,Meritan Shabani,,0.0,,,
,Micah Hamilton,,0.0,,,
,Michael Dacosta Gonzalez,,0.0,,,
,Michael Ledger,,0.0,,,
,Michael Ndiweni,,1.0,1.0,,1.0
,Michael Olakigbe,,8.0,1.0,,1.0
,Michael Phillips,,0.0,,,
,Michael Simões Domingues,,0.0,,,
,Michael Verrips,,0.0,,,
,Michal Karbownik,,0.0,,,
,Michał Karbownik,,0.0,,,
,Micky van de Ven,,63.0,1.0,,1.0
,Miguel Almirón Rejala,,233.0,1.0,,1.0
,Miguel Azeez,,0.0,,,
,Mihai-Alexandru Dobre,,0.0,,,
,Mika Biereth,,0.0,,,
,Mike Trésor,,19.0,1.0,,1.0
,Mikey Moore,,0.0,,,
,Milos Kerkez,,59.0,1.0,,1.0
,Mohamed Dräger,,0.0,,,
,Mohamed Naser El Sayed Elneny,,77.0,1.0,,1.0
,Mohammed Kudus,,125.0,1.0,,1.0
,Moisés Caicedo Corozo,,144.0,1.0,,1.0
